gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000031698.12,SARS,3.053929805755616,NA,0.0022586492220898007,2.808688579216364e-07,NA,NA,NA,1,1.0,1,0.002258649222089805,0.00336648478921588
ENSG00000168958.19,MFF,-3.0526821294275517,NA,0.00226806049940049,0.06918458846100588,NA,NA,NA,3,3.0,3,0.010921938118622122,0.300489367191053
ENSG00000167711.13,SERPINF2,-3.0500405965785755,NA,0.002288104354582284,0.21323367833447515,NA,NA,NA,3,3.0,3,1.4636826028680891e-05,0.509799307759755
ENSG00000170921.15,TANC2,-3.0489425659179683,NA,0.0022964838119401386,1.082775374512149e-05,NA,NA,NA,1,2.0,2,0.002296483811940134,0.0181804552299271
ENSG00000100201.20,DDX17,-3.043504476547241,NA,0.0023383996200730317,0.008447055332460863,NA,NA,NA,1,1.0,1,0.0023383996200730317,0.135315230613789
ENSG00000188290.10,HES4,-3.0306243896484375,NA,0.0024404863813868223,0.0025724664518522963,NA,NA,NA,1,1.0,1,0.0024404863813868223,0.0875004680141422
ENSG00000133069.15,TMCC2,3.0304488032976074,NA,0.0024419058230168754,0.02460245658212046,NA,NA,NA,2,2.0,2,0.0010723283430043216,0.170304651700463
ENSG00000278318.4,ZNF229,3.025369624177539,NA,0.0024832944139356133,0.03401953302350663,NA,NA,NA,2,2.0,2,0.0002116368906840729,0.37770641531569504
ENSG00000151687.14,ANKAR,3.0206165313720708,NA,0.002522606167076502,0.0024847421232360375,NA,NA,NA,1,2.0,2,0.002522606167076506,0.543768620522634
ENSG00000186976.14,EFCAB6,3.016313314437866,NA,0.0025586872174259254,0.013122639713961671,NA,NA,NA,1,2.0,2,0.0025586872174259254,0.48480496139286294
ENSG00000136536.14,MARCH7,-2.9954838752746586,NA,0.0027400978827025633,0.0012586285732107381,NA,NA,NA,1,1.0,1,0.0027400978827025685,0.0504642173924785
ENSG00000213139.7,CRYGS,-2.990517583862581,NA,0.0027850509406136203,0.00629726340836619,NA,NA,NA,2,2.0,2,0.004124561556584866,0.10955037031008198
ENSG00000130270.16,ATP8B3,2.990111460310559,NA,0.002788756653529082,0.04495314269789055,NA,NA,NA,2,2.0,2,0.003922670357031105,0.263729772234792
ENSG00000196712.17,NF1,2.9885787207707737,NA,0.0028027828863775505,0.005307721900805543,NA,NA,NA,2,2.0,2,0.0037511458996338223,0.11316322630101901
ENSG00000161180.10,CCDC116,2.982941557063477,NA,0.002854925036891385,0.07265644901062487,NA,NA,NA,2,2.0,2,0.004493949685321283,0.48435892297020205
ENSG00000167384.10,ZNF180,-2.977733616679631,NA,0.0029038824708693266,0.09402261182976435,NA,NA,NA,3,3.0,3,0.00379354140543307,0.434208294086523
ENSG00000158887.15,MPZ,2.974272727966308,NA,0.0029368392116528716,0.032306046829574296,NA,NA,NA,1,1.0,1,0.0029368392116528655,0.271681530741288
ENSG00000182093.14,WRB,-2.9642975330352783,NA,0.003033748051905012,0.016007188120479056,NA,NA,NA,1,1.0,1,0.003033748051905012,0.22444359989891
ENSG00000130382.8,MLLT1,-2.960855484008789,NA,0.0030678585405632948,3.2592536979858163e-06,NA,NA,NA,1,1.0,1,0.0030678585405632948,0.0058704924022194
ENSG00000112972.14,HMGCS1,2.957214117050171,NA,0.0031043246705851745,0.00021728733118801184,NA,NA,NA,1,1.0,1,0.0031043246705851745,0.0577143688123157
ENSG00000090861.15,AARS,2.9490573406219482,NA,0.003187448304050044,0.0008498727613312278,NA,NA,NA,1,2.0,2,0.003187448304050044,0.11592709592890801
ENSG00000233117.2,LINC00702,2.944129705429077,NA,0.003238642399388173,0.005254869457612223,NA,NA,NA,1,1.0,1,0.003238642399388173,0.157888171299866
ENSG00000174749.5,C4orf32,-2.9425427913665767,NA,0.003255287932253148,0.012928915105755907,NA,NA,NA,1,1.0,1,0.0032552879322531414,0.240223874389645
ENSG00000154127.9,UBASH3B,2.9402661323547363,NA,0.0032793045139870537,0.00040065021179621794,NA,NA,NA,1,1.0,1,0.0032793045139870537,0.0306620636084128
ENSG00000172543.7,CTSW,2.9380345060726314,NA,0.0033030025886288104,0.08231613149388697,NA,NA,NA,2,2.0,2,2.135380897938255e-05,0.6377407226377739
ENSG00000145194.17,ECE2,-2.9352449973434314,NA,0.0033328442479215624,0.039509040871712066,NA,NA,NA,2,2.0,2,0.0058293579984292545,0.22993462017724
ENSG00000125741.4,OPA3,-2.934920310974121,NA,0.0033363335902934126,0.008703575461479034,NA,NA,NA,1,1.0,1,0.0033363335902934126,0.42456920146077404
ENSG00000132321.16,IQCA1,2.9345397224494514,NA,0.0033404279377837183,0.023123176138714428,NA,NA,NA,2,2.0,2,0.005614088101943286,0.369874624574795
ENSG00000146007.10,ZMAT2,2.9290680885314937,NA,0.003399799395928144,0.016529665369381476,NA,NA,NA,1,1.0,1,0.003399799395928144,0.17283671597282096
ENSG00000198892.6,SHISA4,-2.9284425136967607,NA,0.003406648212859629,0.07040193006021253,NA,NA,NA,3,3.0,3,0.0021823021799702628,0.378414137523998
ENSG00000120992.17,LYPLA1,-2.9282193552644515,NA,0.0034090943977178752,6.577281849550554e-05,NA,NA,NA,2,2.0,2,0.0073032673902777975,0.0198882793567861
ENSG00000118007.12,STAG1,-2.9258573055267334,NA,0.00343508457752048,9.271127594065719e-05,NA,NA,NA,1,1.0,1,0.00343508457752048,0.0242818196360234
ENSG00000160323.18,ADAMTS13,2.917440295416263,NA,0.0035291720574165066,0.11335724393886946,NA,NA,NA,3,3.0,3,0.030616416575505328,0.420462635226891
ENSG00000171448.8,ZBTB26,2.916857481002808,NA,0.003535772909478865,1.7157128076618313e-05,NA,NA,NA,1,1.0,1,0.0035357729094788715,0.0188504591953597
ENSG00000137880.5,GCHFR,-2.9156124591827393,NA,0.00354991144756443,0.00035051402080870427,NA,NA,NA,1,2.0,2,0.00354991144756443,0.145030469539521
ENSG00000006468.13,ETV1,-2.91187334060669,NA,0.0035926828347346037,1.65096481175366e-06,NA,NA,NA,1,1.0,1,0.003592682834734611,0.00483911335549376
ENSG00000149922.10,TBX6,-2.910923373892228,NA,0.003603623818074239,0.07125495758994137,NA,NA,NA,2,2.0,2,0.009203849736327024,0.428094875690827
ENSG00000072274.12,TFRC,2.910906720216542,NA,0.0036038158922587073,0.00016660545323254617,NA,NA,NA,2,2.0,2,0.003524985688862185,0.0244945166607118
ENSG00000122778.9,KIAA1549,2.9030628204345703,NA,0.0036953250389366132,0.0008453916286247324,NA,NA,NA,1,1.0,1,0.0036953250389366132,0.079336422244543
ENSG00000169288.17,MRPL1,-2.9019982814788814,NA,0.003707905743763476,0.004390431361289803,NA,NA,NA,1,1.0,1,0.0037079057437634697,0.0912011626810214
ENSG00000158528.11,PPP1R9A,-2.897985696792602,NA,0.003755677171885723,7.271213137598043e-05,NA,NA,NA,1,1.0,1,0.003755677171885723,0.0423233946500563
ENSG00000188761.11,BCL2L15,-2.894759893417358,NA,0.003794486532626102,0.008099845782357593,NA,NA,NA,1,1.0,1,0.003794486532626095,0.13000059119528698
ENSG00000042286.14,AIFM2,2.8909218311309814,NA,0.0038411364869458658,0.05970894068318421,NA,NA,NA,1,1.0,1,0.0038411364869458658,0.370012653823835
ENSG00000161513.11,FDXR,-2.8856136798858643,NA,0.003906513508358829,0.04013400142221381,NA,NA,NA,1,1.0,1,0.003906513508358829,0.32341258948650703
ENSG00000204516.9,MICB,-2.881180763244629,NA,0.003961883506521472,0.0868952218510476,NA,NA,NA,1,1.0,1,0.003961883506521472,0.446588665289169
ENSG00000105404.10,RABAC1,2.8808031082153325,NA,0.003966633449350052,0.0002790804593656096,NA,NA,NA,1,1.0,1,0.00396663344935006,0.0817768524790816
ENSG00000171962.17,DRC3,-2.8807220411692973,NA,0.003967653741170242,0.01824505042745139,NA,NA,NA,2,2.0,2,1.984375478761347e-05,0.42658340932147204
ENSG00000115828.15,QPCT,-2.8788610043589578,NA,0.0039911419637538,0.0415655282622802,NA,NA,NA,2,2.0,2,0.0025192001195796744,0.161480332864263
ENSG00000166851.14,PLK1,2.8759750046867993,NA,0.0040278160574885,0.009349038245109813,NA,NA,NA,2,2.0,2,0.024647495601575014,0.3460668964086939
ENSG00000129292.20,PHF20L1,-2.8713519573211674,NA,0.004087201764770319,0.0003394729871100204,NA,NA,NA,1,1.0,1,0.004087201764770319,0.0732673716832885
ENSG00000008988.9,RPS20,2.8600374756947686,NA,0.004235909483041566,0.020901387983540347,NA,NA,NA,2,3.0,3,0.014217901393351245,0.23580846898715302
ENSG00000267114.1,CTB-129P6.11,-2.8593297004699707,NA,0.0042453729636971775,4.268159899396996e-06,NA,NA,NA,1,1.0,1,0.0042453729636971775,0.0032062733669304603
ENSG00000104695.12,PPP2CB,2.8590011576702605,NA,0.004249772337978305,0.001278848268283214,NA,NA,NA,2,2.0,2,0.010615337938662992,0.15025985939497
ENSG00000117222.13,RBBP5,2.856345726053986,NA,0.004285482114037199,0.018157094060846382,NA,NA,NA,2,2.0,2,0.004168309298648245,0.19470820844485398
ENSG00000122375.11,OPN4,-2.8551245063246604,NA,0.004301996022805696,0.23049696503938213,NA,NA,NA,3,3.0,3,0.026029974951478654,0.855312766408391
ENSG00000029559.6,IBSP,-2.8509097099304195,NA,0.004359434659306576,0.03575410832544966,NA,NA,NA,1,1.0,1,0.0043594346593065665,0.296887880887315
ENSG00000076321.10,KLHL20,2.8481462001800533,NA,0.004397471794677898,1.6259615730942945e-05,NA,NA,NA,1,1.0,1,0.0043974717946778895,0.00583670053425003
ENSG00000172738.11,TMEM217,2.8404147624969482,NA,0.004505491178313395,0.013813879908229035,NA,NA,NA,1,1.0,1,0.004505491178313395,0.263864987061096
ENSG00000065491.8,TBC1D22B,2.8404147624969482,NA,0.004505491178313395,0.000740914742783125,NA,NA,NA,1,1.0,1,0.004505491178313395,0.0611094037870886
ENSG00000169241.17,SLC50A1,2.8387210369110107,NA,0.004529473631204656,1.6537816125607674e-05,NA,NA,NA,1,1.0,1,0.004529473631204656,0.0201844135644306
ENSG00000106261.16,ZKSCAN1,2.837474840545144,NA,0.0045471930373768565,0.008344494395387722,NA,NA,NA,2,2.0,2,3.177511842963345e-05,0.111095088270751
ENSG00000156170.12,NDUFAF6,2.837276697158813,NA,0.004550016175212576,0.029855790276480835,NA,NA,NA,1,1.0,1,0.004550016175212568,0.290626543629039
ENSG00000118557.15,PMFBP1,2.833422422409058,NA,0.004605248455893795,0.0003761072840463154,NA,NA,NA,1,1.0,1,0.004605248455893803,0.0365747852288093
ENSG00000067900.7,ROCK1,2.833305339855145,NA,0.004606935726984998,0.003540418587029471,NA,NA,NA,2,2.0,2,0.006148077743593037,0.17914062448232698
ENSG00000247400.3,DNAJC3-AS1,2.829279184341431,NA,0.0046652981757423564,0.028291918199513617,NA,NA,NA,1,1.0,1,0.004665298175742364,0.248991447340184
ENSG00000156603.15,MED19,-2.821289539337158,NA,0.0047831010845269094,0.0009472583891603245,NA,NA,NA,1,2.0,2,0.0047831010845269094,0.122388956384176
ENSG00000080503.22,SMARCA2,-2.8211047649383545,NA,0.004785857049342627,2.183771574020414e-05,NA,NA,NA,1,1.0,1,0.004785857049342627,0.0296844130905191
ENSG00000177459.10,ERICH5,2.8199279308319087,NA,0.00480344362678222,0.00804028336054224,NA,NA,NA,1,1.0,1,0.00480344362678221,0.21319369953644196
ENSG00000070614.14,NDST1,-2.818990418715212,NA,0.004817495610349552,0.014691360142616483,NA,NA,NA,2,2.0,2,0.004725918810231878,0.15856666891048302
ENSG00000139547.7,RDH16,2.8178544044494624,NA,0.004834572699215795,0.002086189496512607,NA,NA,NA,1,2.0,2,0.0048345726992157865,0.172017948646634
ENSG00000175164.13,ABO,2.8158837364669833,NA,0.004864326650251617,0.07819418515558076,NA,NA,NA,3,3.0,3,0.0009920007360684708,0.45472246444275394
ENSG00000103145.10,HCFC1R1,-2.8122870922088623,NA,0.004919057665564831,0.00046899708953694955,NA,NA,NA,1,1.0,1,0.004919057665564831,0.0366757373230019
ENSG00000198502.5,HLA-DRB5,2.8061330318450928,NA,0.005013998727737078,0.2149331542672074,NA,NA,NA,1,2.0,2,0.005013998727737078,1.0675324899260998
ENSG00000278200.1,LINC01971,2.8008476100250204,NA,0.005096858140678601,1.2876791880421638e-05,NA,NA,NA,2,2.0,2,0.0050541151663484945,0.00548805909673128
ENSG00000213339.8,QTRT1,-2.796930313110351,NA,0.005159065943521147,5.610150190774818e-06,NA,NA,NA,1,1.0,1,0.005159065943521142,0.0033789143479599
ENSG00000162069.14,BICDL2,2.7947919818578315,NA,0.005193311991938226,0.0038122777465095068,NA,NA,NA,2,2.0,2,0.0036526455173499194,0.107084794688989
ENSG00000272360.1,RP11-359I18.5,2.777601003646851,NA,0.005476181722486211,0.05033021218670488,NA,NA,NA,1,1.0,1,0.005476181722486215,0.416605481942928
ENSG00000189298.13,ZKSCAN3,-2.7768125439941427,NA,0.00548948288348255,0.011029497928679539,NA,NA,NA,2,2.0,2,0.0030761186423108925,0.330213151111452
ENSG00000184995.7,IFNE,2.775976419448853,NA,0.005503619993602037,0.0004211083219572274,NA,NA,NA,1,1.0,1,0.0055036199936020404,0.0559938787032952
ENSG00000064545.14,TMEM161A,-2.7747254371643066,NA,0.00552483284181981,0.009391386400114367,NA,NA,NA,1,1.0,1,0.00552483284181981,0.333174012216089
ENSG00000170889.13,RPS9,-2.7739323375363365,NA,0.005538319585903036,0.10220749957229172,NA,NA,NA,4,4.0,4,0.003936241313380301,0.281555775777656
ENSG00000130749.9,ZC3H4,-2.771649599075317,NA,0.005577303780732351,9.43007211301164e-05,NA,NA,NA,1,1.0,1,0.005577303780732344,0.0137342021451029
ENSG00000176125.4,UFSP1,2.769644260406494,NA,0.005611754704058374,0.03135640102703212,NA,NA,NA,1,1.0,1,0.005611754704058374,0.244889632416418
ENSG00000255198.4,SNHG9,-2.7686710357666016,NA,0.005628543416792678,0.03992792474786725,NA,NA,NA,1,1.0,1,0.005628543416792678,0.293830389876578
ENSG00000140030.5,GPR65,-2.768659109890656,NA,0.005628749426084198,0.004990717777544471,NA,NA,NA,2,2.0,2,0.008460764189765392,0.105535602158111
ENSG00000132613.14,MTSS1L,2.768424101887893,NA,0.005632810376012763,0.0002598107047827656,NA,NA,NA,2,2.0,2,0.009198427542259462,0.0463398708229296
ENSG00000131116.11,ZNF428,-2.765557050704956,NA,0.005682566413890336,1.2990703270525377e-05,NA,NA,NA,1,1.0,1,0.005682566413890336,0.0115055188160067
ENSG00000109805.9,NCAPG,2.7632760872259134,NA,0.005722434007954506,0.004664512508053876,NA,NA,NA,2,2.0,2,0.015533493257605824,0.10776492176863499
ENSG00000058453.16,CROCC,2.7623610496520996,NA,0.005738498169284673,0.05155452038999251,NA,NA,NA,1,1.0,1,0.005738498169284673,0.337326940579402
ENSG00000180998.11,GPR137C,2.7586045392903777,NA,0.005804873510532275,0.004048117962789164,NA,NA,NA,2,2.0,2,0.00594470480502661,0.0842513126492569
ENSG00000198252.11,STYX,2.7574603561463316,NA,0.005825227639042004,0.05798936727826995,NA,NA,NA,2,2.0,2,0.00021128643170630084,0.19430244958574303
ENSG00000174844.14,DNAH12,-2.756831123689759,NA,0.0058364485960851415,0.011590681757405685,NA,NA,NA,2,2.0,2,0.015197181965481438,0.21253427367124597
ENSG00000204709.4,LINC01556,2.7505609186635276,NA,0.005949332836788742,0.026253215748686783,NA,NA,NA,2,2.0,2,0.005752250801543208,0.22332517188258602
ENSG00000157954.14,WIPI2,-2.746887729430519,NA,0.006016372550946913,0.0019955794088881785,NA,NA,NA,2,2.0,2,0.024012918876280445,0.16785706171410597
ENSG00000028116.16,VRK2,-2.746796527854973,NA,0.006018045704134538,0.0021549497753466946,NA,NA,NA,2,2.0,2,0.005794976641198881,0.108238892365337
ENSG00000129474.15,AJUBA,2.743138471218942,NA,0.006085501756904244,0.007638644427236871,NA,NA,NA,2,2.0,2,0.005514041350077778,0.08010634688785401
ENSG00000089057.14,SLC23A2,-2.7367465496063232,NA,0.0062050078632130135,0.0015538360355130322,NA,NA,NA,1,1.0,1,0.0062050078632130135,0.0562984772199532
ENSG00000090512.11,FETUB,2.735086441040039,NA,0.00623638966418356,0.0019400619322300786,NA,NA,NA,1,1.0,1,0.00623638966418356,0.0664368943341802
ENSG00000163888.3,CAMK2N2,-2.7348279953002934,NA,0.006241288016763557,0.004612078302946892,NA,NA,NA,1,1.0,1,0.006241288016763563,0.111857648836209
ENSG00000055813.5,CCDC85A,2.7341825962066646,NA,0.006253535470152798,0.00011640058055772812,NA,NA,NA,1,1.0,1,0.006253535470152792,0.0307020596391371
ENSG00000163902.11,RPN1,2.73380970954895,NA,0.006260621432619761,0.007335988680097161,NA,NA,NA,1,2.0,2,0.006260621432619761,0.11830549130342201
ENSG00000163075.12,CFAP221,2.7286610603332515,NA,0.006359202781988007,3.78063142624651e-05,NA,NA,NA,1,1.0,1,0.006359202781987995,0.0122218779552187
ENSG00000006327.13,TNFRSF12A,-2.7263932228088383,NA,0.006403066604742674,0.0001762585172954931,NA,NA,NA,1,1.0,1,0.006403066604742681,0.0245755679632889
ENSG00000264968.1,RP11-387H17.4,2.726177930831909,NA,0.006407244832920011,0.01703508411437163,NA,NA,NA,1,1.0,1,0.006407244832920011,0.230814694972279
ENSG00000172057.9,ORMDL3,-2.7261779308319087,NA,0.006407244832920019,0.0018195827306675112,NA,NA,NA,1,1.0,1,0.006407244832920011,0.0754357507772696
ENSG00000187553.8,CYP26C1,2.7259442806243896,NA,0.006411782119860447,0.042695342919382887,NA,NA,NA,1,1.0,1,0.006411782119860447,0.308681342509201
ENSG00000277425.1,RP5-1116H23.3,2.7203996181488033,NA,0.006520306533755324,0.000220870203451555,NA,NA,NA,1,1.0,1,0.006520306533755316,0.028812411992307004
ENSG00000187244.10,BCAM,-2.717756032943726,NA,0.006572628155610264,0.0014836573954386284,NA,NA,NA,1,1.0,1,0.006572628155610267,0.17529375743701
ENSG00000172732.11,MUS81,2.717699527740479,NA,0.006573750611710519,0.0018893293742534066,NA,NA,NA,1,1.0,1,0.006573750611710527,0.0669433542728103
ENSG00000161011.19,SQSTM1,-2.7176807543810146,NA,0.006574123576079706,0.004967309468868052,NA,NA,NA,2,2.0,2,0.006800540936586021,0.0993096940463735
ENSG00000125386.15,FAM193A,-2.7157647609710693,NA,0.006612288232828199,0.0007208344956201205,NA,NA,NA,1,1.0,1,0.006612288232828199,0.0401981800106053
ENSG00000079332.14,SAR1A,-2.7153569544878007,NA,0.006620436995217769,0.06368458907360212,NA,NA,NA,2,2.0,2,0.006722180234155008,0.36024677536097793
ENSG00000126243.8,LRFN3,2.7087116241455074,NA,0.00675450203188323,0.00016881219511171003,NA,NA,NA,1,1.0,1,0.0067545020318832165,0.0825328364425968
ENSG00000257108.1,NHLRC4,-2.708104372024536,NA,0.006766873784550296,0.0023530845825125205,NA,NA,NA,1,1.0,1,0.006766873784550296,0.079990817767533
ENSG00000178927.17,C17orf62,-2.707512855529785,NA,0.006778944527233931,0.03706264076118975,NA,NA,NA,1,1.0,1,0.006778944527233931,0.3800058419904879
ENSG00000167840.13,ZNF232,-2.7062854394107854,NA,0.006804053470039508,0.2058145090767548,NA,NA,NA,2,2.0,2,0.0005211618999649393,1.15054952159353
ENSG00000233087.7,WTH3DI,-2.702752351760864,NA,0.0068767961410786125,0.018387405242975063,NA,NA,NA,1,2.0,2,0.006876796141078605,0.271684464732059
ENSG00000174899.10,PQLC2L,-2.7018156051635738,NA,0.006896199619166095,0.027308089244178546,NA,NA,NA,1,1.0,1,0.006896199619166086,0.239951255424916
ENSG00000116478.11,HDAC1,2.699033669600454,NA,0.006954114031741264,0.0012693367780470207,NA,NA,NA,2,2.0,2,0.002104152023886359,0.23021713013976197
ENSG00000139192.11,TAPBPL,2.697543382644653,NA,0.006985318232069404,0.1216574262163842,NA,NA,NA,1,1.0,1,0.0069853182320694,0.549966773869304
ENSG00000119707.13,RBM25,-2.6954830274432546,NA,0.007028665847696636,5.6457446676088734e-05,NA,NA,NA,2,2.0,2,0.007843495358582671,0.017645259363558
ENSG00000153982.10,GDPD1,-2.695151805877686,NA,0.007035656879953244,0.0007619167864819709,NA,NA,NA,1,1.0,1,0.007035656879953255,0.0522960433908766
ENSG00000255408.3,PCDHA3,2.694861093969613,NA,0.007041798027103602,0.001779778142726095,NA,NA,NA,2,2.0,2,0.010291766121941886,0.10126934206599901
ENSG00000253669.3,KB-1732A1.1,-2.6935896873474117,NA,0.007068712468142448,0.02668893837838876,NA,NA,NA,1,2.0,2,0.007068712468142433,0.253539632470275
ENSG00000135547.8,HEY2,-2.6931120493413503,NA,0.007078847443950113,0.03685909781842942,NA,NA,NA,2,2.0,2,0.001984116197762876,0.28646057270946895
ENSG00000162664.16,ZNF326,2.6924714328648878,NA,0.00709246113567749,0.0026763877925860143,NA,NA,NA,2,2.0,2,0.005859523023431633,0.0875500464628088
ENSG00000002587.9,HS3ST1,-2.6886632442474365,NA,0.007173874956075912,1.3373328632297147e-06,NA,NA,NA,1,1.0,1,0.007173874956075912,0.00526283065728362
ENSG00000134444.13,KIAA1468,-2.688362360000611,NA,0.007180343064831636,0.008107499009428861,NA,NA,NA,1,2.0,2,0.00718034306483164,0.14154916825811903
ENSG00000251432.6,RP11-420A23.1,2.688044548034668,NA,0.007187180752910186,0.014014352744655553,NA,NA,NA,1,1.0,1,0.007187180752910186,0.232642507067677
ENSG00000178209.14,PLEC,-2.6826884746551514,NA,0.007303298626716996,0.03313235690625567,NA,NA,NA,1,1.0,1,0.007303298626716996,0.266351375349558
ENSG00000105705.15,SUGP1,2.6805722713470463,NA,0.007349639202476197,0.00018465435801543056,NA,NA,NA,1,1.0,1,0.007349639202476208,0.0449377944511575
ENSG00000172613.7,RAD9A,2.6795388091495913,NA,0.007372365662246859,0.06711907121780579,NA,NA,NA,2,2.0,2,0.009808757093657411,0.738895459100958
ENSG00000132781.17,MUTYH,2.6795199800710265,NA,0.007372780309200965,0.025895040862660656,NA,NA,NA,2,2.0,2,0.01016578068696345,0.21614569738944
ENSG00000137547.8,MRPL15,-2.676681756973267,NA,0.007435522370295557,0.0005479099461273301,NA,NA,NA,1,1.0,1,0.007435522370295574,0.0465275693062583
ENSG00000178252.17,WDR6,-2.6753449440002446,NA,0.007465239661204535,0.028765355068654287,NA,NA,NA,1,1.0,1,0.007465239661204543,0.23603714373802698
ENSG00000204644.9,ZFP57,-2.673859702606908,NA,0.007498381384512835,0.004239338788675634,NA,NA,NA,2,2.0,2,0.0035337573059665475,0.11060441280268599
ENSG00000197562.9,RAB40C,-2.672891855239868,NA,0.007520048902144671,0.007578265786217277,NA,NA,NA,1,1.0,1,0.007520048902144671,0.143384520047564
ENSG00000164040.16,PGRMC2,2.672569155345609,NA,0.007527285761115355,0.00086830748060059,NA,NA,NA,2,2.0,2,0.007606299896302158,0.0422374935965367
ENSG00000173692.12,PSMD1,-2.672138214111328,NA,0.007536959775101722,0.00011238799017356935,NA,NA,NA,1,1.0,1,0.007536959775101722,0.0233682136903666
ENSG00000178467.17,P4HTM,2.6666960716247563,NA,0.0076600909644721936,0.012852707269285576,NA,NA,NA,1,1.0,1,0.0076600909644722,0.156593195040711
ENSG00000239389.7,PCDHA13,-2.6638140522606353,NA,0.007726025672668936,0.22969008013511027,NA,NA,NA,2,2.0,2,0.010131576478295,0.44511366072798403
